time,Eh,El,param_name,param_value,R0_low,R0_high,R0_target,kappa_high,kappa_low
12.032967032967033,0.00040578990019757467,0.0003676118916235677,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
13.035714285714285,0.00042144778436942676,0.0003796272626638023,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
14.038461538461538,0.00043763173827066396,0.0003919595452323099,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
15.041208791208792,0.0004543816231036288,0.000404639345090233,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
16.043956043956044,0.00047173108984378137,0.00041769049634360686,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
17.046703296703296,0.0004897090036569818,0.00043113157466282906,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
18.049450549450547,0.0005083409612687547,0.0004449774651772651,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
19.052197802197803,0.0005276515613553642,0.0004592415635580326,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
20.054945054945055,0.0005476653079247459,0.00047393668429205477,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
21.057692307692307,0.0005684066614348416,0.0004890753061635465,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
22.060439560439562,0.0005898999610369468,0.0005046691737866061,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
23.063186813186814,0.0006121701187899091,0.0005207301621779334,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
24.065934065934066,0.0006352425132947478,0.0005372702271985671,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
25.068681318681318,0.0006591436263113406,0.0005543018831124288,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
26.07142857142857,0.0006839004829393662,0.0005718377854855826,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
27.074175824175825,0.0007095408310525714,0.000589890689880504,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
28.076923076923077,0.0007360932805807787,0.0006084737106385625,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
29.07967032967033,0.0007635865184984579,0.0006275996146958852,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
30.082417582417584,0.0007920497347343766,0.0006472811309134775,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
31.085164835164836,0.000821512900957587,0.000667531160769261,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
32.08791208791209,0.000852005935877383,0.00068836219918387,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
33.09065934065934,0.0008835593316589236,0.0007097867604492252,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
34.09340659340659,0.0009162045764618802,0.0007318177847982326,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
35.09615384615385,0.0009499745155696179,0.0007544689771140661,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
36.098901098901095,0.0009849012483226505,0.0007777535178390884,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
37.10164835164835,0.0010210230429802802,0.000801687254512332,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
38.104395604395606,0.001058372157053464,0.0008262835601054591,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
39.107142857142854,0.0010969853465018897,0.0008515572869951165,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
40.10989010989011,0.001136895541548683,0.0008775195359314742,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
41.112637362637365,0.0011781350953203984,0.0009041806968414668,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
42.11538461538461,0.0012207404918714291,0.0009315543797334305,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
43.11813186813187,0.0012647484497782149,0.0009596538695507128,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
44.120879120879124,0.0013101950161978418,0.0009884914278657292,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
45.12362637362637,0.0013571166194937714,0.0010180792153272275,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
46.12637362637363,0.0014055499410565962,0.001048429171636068,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
47.129120879120876,0.001455531600087201,0.001079552749321918,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
48.13186813186813,0.0015070981876099435,0.001111460989642676,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
49.13461538461539,0.0015602862612592422,0.001144164507681502,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
50.137362637362635,0.001615131996771175,0.0011776732615086628,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
51.14010989010989,0.0016716710266842063,0.0012119964974137431,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
52.14285714285714,0.0017299389622073404,0.0012471429263851844,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
53.145604395604394,0.0017899708506598868,0.0012831206272730271,sigma,1.5,1.275,1.3269375,1.5,1.05,1.0
